date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:06:30	87445/87445	---M--	200	added ('OK')	image/jpeg	etag:%229859f4d2b00e9b7d4ae735e39b69f83f%22	https://remotecheese.com/09225-best-browniesWYNMYCGA699/images/bg-mobile.jpg	C:/Users/user/Desktop/KELVIN/Sonicau78/Spin-1/Sonicau78-1/remotecheese.com/09225-best-browniesWYNMYCGA699/images/bg-mobile.jpg	(from https://remotecheese.com/09225-best-browniesWYNMYCGA699/?ad_id=120220481660880751&adset_id=120220481169490751&campaign_id=120220481169480751&ad_name=2&adset_name=WYNMYCGA699_WYN8_MY_ABO_GARFREY_8017ae88-c56a-4a63-a2d8-7a123f089b89&campaign_name=WYNMYCGA699_WYN8_MY_ABO_GARFREY_8017ae88-c56a-4a63-a2d8-7a123f089b89&source=fb&placement=Facebook_Mobile_Reels&pid=1994288187669915&cpid=8017ae88-c56a-4a63-a2d8-7a123f089b89&lpid=ee970f3e-872e-4522-bf47-5c09157aa3b2&utm_medium=paid&utm_source=fb&utm_id=120220481169480751&utm_content=120220481660880751&utm_term=120220481169490751&utm_campaign=120220481169480751&fbclid=IwY2xjawJbKKFleHRuA2FlbQEwAGFkaWQBqxvkMUvkLwEdakqJMmVns9zRp-rjEnQK99fJs3Y2UfcYEjMsPrC1CFCE0iU9ANxXUuuD_aem_rbCD5b0kE-mgY8vu5akOtw)
21:06:30	12817/12817	---M--	200	added ('OK')	image/png	etag:%22c4e2e9c0665d8210f0259640a96dd7e7%22	https://remotecheese.com/09225-best-browniesWYNMYCGA699/images/elements/e1.png	C:/Users/user/Desktop/KELVIN/Sonicau78/Spin-1/Sonicau78-1/remotecheese.com/09225-best-browniesWYNMYCGA699/images/elements/e1.png	(from https://remotecheese.com/09225-best-browniesWYNMYCGA699/?ad_id=120220481660880751&adset_id=120220481169490751&campaign_id=120220481169480751&ad_name=2&adset_name=WYNMYCGA699_WYN8_MY_ABO_GARFREY_8017ae88-c56a-4a63-a2d8-7a123f089b89&campaign_name=WYNMYCGA699_WYN8_MY_ABO_GARFREY_8017ae88-c56a-4a63-a2d8-7a123f089b89&source=fb&placement=Facebook_Mobile_Reels&pid=1994288187669915&cpid=8017ae88-c56a-4a63-a2d8-7a123f089b89&lpid=ee970f3e-872e-4522-bf47-5c09157aa3b2&utm_medium=paid&utm_source=fb&utm_id=120220481169480751&utm_content=120220481660880751&utm_term=120220481169490751&utm_campaign=120220481169480751&fbclid=IwY2xjawJbKKFleHRuA2FlbQEwAGFkaWQBqxvkMUvkLwEdakqJMmVns9zRp-rjEnQK99fJs3Y2UfcYEjMsPrC1CFCE0iU9ANxXUuuD_aem_rbCD5b0kE-mgY8vu5akOtw)
21:06:30	6656/6656	---M--	200	added ('OK')	image/png	etag:%22d032c522e0fc8d299097412b3ab17e21%22	https://remotecheese.com/09225-best-browniesWYNMYCGA699/images/elements/e2.png	C:/Users/user/Desktop/KELVIN/Sonicau78/Spin-1/Sonicau78-1/remotecheese.com/09225-best-browniesWYNMYCGA699/images/elements/e2.png	(from https://remotecheese.com/09225-best-browniesWYNMYCGA699/?ad_id=120220481660880751&adset_id=120220481169490751&campaign_id=120220481169480751&ad_name=2&adset_name=WYNMYCGA699_WYN8_MY_ABO_GARFREY_8017ae88-c56a-4a63-a2d8-7a123f089b89&campaign_name=WYNMYCGA699_WYN8_MY_ABO_GARFREY_8017ae88-c56a-4a63-a2d8-7a123f089b89&source=fb&placement=Facebook_Mobile_Reels&pid=1994288187669915&cpid=8017ae88-c56a-4a63-a2d8-7a123f089b89&lpid=ee970f3e-872e-4522-bf47-5c09157aa3b2&utm_medium=paid&utm_source=fb&utm_id=120220481169480751&utm_content=120220481660880751&utm_term=120220481169490751&utm_campaign=120220481169480751&fbclid=IwY2xjawJbKKFleHRuA2FlbQEwAGFkaWQBqxvkMUvkLwEdakqJMmVns9zRp-rjEnQK99fJs3Y2UfcYEjMsPrC1CFCE0iU9ANxXUuuD_aem_rbCD5b0kE-mgY8vu5akOtw)
21:06:30	4189/4189	---M--	200	added ('OK')	image/png	etag:%22923357dc4e2506ecdaf3cba6265e8714%22	https://remotecheese.com/09225-best-browniesWYNMYCGA699/images/elements/e3.png	C:/Users/user/Desktop/KELVIN/Sonicau78/Spin-1/Sonicau78-1/remotecheese.com/09225-best-browniesWYNMYCGA699/images/elements/e3.png	(from https://remotecheese.com/09225-best-browniesWYNMYCGA699/?ad_id=120220481660880751&adset_id=120220481169490751&campaign_id=120220481169480751&ad_name=2&adset_name=WYNMYCGA699_WYN8_MY_ABO_GARFREY_8017ae88-c56a-4a63-a2d8-7a123f089b89&campaign_name=WYNMYCGA699_WYN8_MY_ABO_GARFREY_8017ae88-c56a-4a63-a2d8-7a123f089b89&source=fb&placement=Facebook_Mobile_Reels&pid=1994288187669915&cpid=8017ae88-c56a-4a63-a2d8-7a123f089b89&lpid=ee970f3e-872e-4522-bf47-5c09157aa3b2&utm_medium=paid&utm_source=fb&utm_id=120220481169480751&utm_content=120220481660880751&utm_term=120220481169490751&utm_campaign=120220481169480751&fbclid=IwY2xjawJbKKFleHRuA2FlbQEwAGFkaWQBqxvkMUvkLwEdakqJMmVns9zRp-rjEnQK99fJs3Y2UfcYEjMsPrC1CFCE0iU9ANxXUuuD_aem_rbCD5b0kE-mgY8vu5akOtw)
21:06:31	6535/6535	---M--	200	added ('OK')	image/png	etag:%22976b373141e43dfd4ffe47b4c9bf2e4a%22	https://remotecheese.com/09225-best-browniesWYNMYCGA699/images/elements/e4.png	C:/Users/user/Desktop/KELVIN/Sonicau78/Spin-1/Sonicau78-1/remotecheese.com/09225-best-browniesWYNMYCGA699/images/elements/e4.png	(from https://remotecheese.com/09225-best-browniesWYNMYCGA699/?ad_id=120220481660880751&adset_id=120220481169490751&campaign_id=120220481169480751&ad_name=2&adset_name=WYNMYCGA699_WYN8_MY_ABO_GARFREY_8017ae88-c56a-4a63-a2d8-7a123f089b89&campaign_name=WYNMYCGA699_WYN8_MY_ABO_GARFREY_8017ae88-c56a-4a63-a2d8-7a123f089b89&source=fb&placement=Facebook_Mobile_Reels&pid=1994288187669915&cpid=8017ae88-c56a-4a63-a2d8-7a123f089b89&lpid=ee970f3e-872e-4522-bf47-5c09157aa3b2&utm_medium=paid&utm_source=fb&utm_id=120220481169480751&utm_content=120220481660880751&utm_term=120220481169490751&utm_campaign=120220481169480751&fbclid=IwY2xjawJbKKFleHRuA2FlbQEwAGFkaWQBqxvkMUvkLwEdakqJMmVns9zRp-rjEnQK99fJs3Y2UfcYEjMsPrC1CFCE0iU9ANxXUuuD_aem_rbCD5b0kE-mgY8vu5akOtw)
21:06:31	1457/1457	---M--	200	added ('OK')	image/png	etag:%22dacbee9e8099517b3916b32a0fe1651e%22	https://remotecheese.com/09225-best-browniesWYNMYCGA699/images/elements/e5.png	C:/Users/user/Desktop/KELVIN/Sonicau78/Spin-1/Sonicau78-1/remotecheese.com/09225-best-browniesWYNMYCGA699/images/elements/e5.png	(from https://remotecheese.com/09225-best-browniesWYNMYCGA699/?ad_id=120220481660880751&adset_id=120220481169490751&campaign_id=120220481169480751&ad_name=2&adset_name=WYNMYCGA699_WYN8_MY_ABO_GARFREY_8017ae88-c56a-4a63-a2d8-7a123f089b89&campaign_name=WYNMYCGA699_WYN8_MY_ABO_GARFREY_8017ae88-c56a-4a63-a2d8-7a123f089b89&source=fb&placement=Facebook_Mobile_Reels&pid=1994288187669915&cpid=8017ae88-c56a-4a63-a2d8-7a123f089b89&lpid=ee970f3e-872e-4522-bf47-5c09157aa3b2&utm_medium=paid&utm_source=fb&utm_id=120220481169480751&utm_content=120220481660880751&utm_term=120220481169490751&utm_campaign=120220481169480751&fbclid=IwY2xjawJbKKFleHRuA2FlbQEwAGFkaWQBqxvkMUvkLwEdakqJMmVns9zRp-rjEnQK99fJs3Y2UfcYEjMsPrC1CFCE0iU9ANxXUuuD_aem_rbCD5b0kE-mgY8vu5akOtw)
21:06:31	7512/7512	---M--	200	added ('OK')	image/png	etag:%223ff58b12a010ea8ea880fc8dc5eff5e9%22	https://remotecheese.com/09225-best-browniesWYNMYCGA699/images/elements/e6.png	C:/Users/user/Desktop/KELVIN/Sonicau78/Spin-1/Sonicau78-1/remotecheese.com/09225-best-browniesWYNMYCGA699/images/elements/e6.png	(from https://remotecheese.com/09225-best-browniesWYNMYCGA699/?ad_id=120220481660880751&adset_id=120220481169490751&campaign_id=120220481169480751&ad_name=2&adset_name=WYNMYCGA699_WYN8_MY_ABO_GARFREY_8017ae88-c56a-4a63-a2d8-7a123f089b89&campaign_name=WYNMYCGA699_WYN8_MY_ABO_GARFREY_8017ae88-c56a-4a63-a2d8-7a123f089b89&source=fb&placement=Facebook_Mobile_Reels&pid=1994288187669915&cpid=8017ae88-c56a-4a63-a2d8-7a123f089b89&lpid=ee970f3e-872e-4522-bf47-5c09157aa3b2&utm_medium=paid&utm_source=fb&utm_id=120220481169480751&utm_content=120220481660880751&utm_term=120220481169490751&utm_campaign=120220481169480751&fbclid=IwY2xjawJbKKFleHRuA2FlbQEwAGFkaWQBqxvkMUvkLwEdakqJMmVns9zRp-rjEnQK99fJs3Y2UfcYEjMsPrC1CFCE0iU9ANxXUuuD_aem_rbCD5b0kE-mgY8vu5akOtw)
21:06:31	185875/185875	---M--	200	added ('OK')	image/png	etag:%229f6b7963e49c54aeb6a6e56e1f1b0c9b%22	https://remotecheese.com/09225-best-browniesWYNMYCGA699/images/zues.png	C:/Users/user/Desktop/KELVIN/Sonicau78/Spin-1/Sonicau78-1/remotecheese.com/09225-best-browniesWYNMYCGA699/images/zues.png	(from https://remotecheese.com/09225-best-browniesWYNMYCGA699/?ad_id=120220481660880751&adset_id=120220481169490751&campaign_id=120220481169480751&ad_name=2&adset_name=WYNMYCGA699_WYN8_MY_ABO_GARFREY_8017ae88-c56a-4a63-a2d8-7a123f089b89&campaign_name=WYNMYCGA699_WYN8_MY_ABO_GARFREY_8017ae88-c56a-4a63-a2d8-7a123f089b89&source=fb&placement=Facebook_Mobile_Reels&pid=1994288187669915&cpid=8017ae88-c56a-4a63-a2d8-7a123f089b89&lpid=ee970f3e-872e-4522-bf47-5c09157aa3b2&utm_medium=paid&utm_source=fb&utm_id=120220481169480751&utm_content=120220481660880751&utm_term=120220481169490751&utm_campaign=120220481169480751&fbclid=IwY2xjawJbKKFleHRuA2FlbQEwAGFkaWQBqxvkMUvkLwEdakqJMmVns9zRp-rjEnQK99fJs3Y2UfcYEjMsPrC1CFCE0iU9ANxXUuuD_aem_rbCD5b0kE-mgY8vu5akOtw)
21:06:31	6769/6769	---M--	200	added ('OK')	image/png	etag:%22f4c2e6d83d245fd3c399d3c0ca0e7b98%22	https://remotecheese.com/09225-best-browniesWYNMYCGA699/images/sparkle.png	C:/Users/user/Desktop/KELVIN/Sonicau78/Spin-1/Sonicau78-1/remotecheese.com/09225-best-browniesWYNMYCGA699/images/sparkle.png	(from https://remotecheese.com/09225-best-browniesWYNMYCGA699/?ad_id=120220481660880751&adset_id=120220481169490751&campaign_id=120220481169480751&ad_name=2&adset_name=WYNMYCGA699_WYN8_MY_ABO_GARFREY_8017ae88-c56a-4a63-a2d8-7a123f089b89&campaign_name=WYNMYCGA699_WYN8_MY_ABO_GARFREY_8017ae88-c56a-4a63-a2d8-7a123f089b89&source=fb&placement=Facebook_Mobile_Reels&pid=1994288187669915&cpid=8017ae88-c56a-4a63-a2d8-7a123f089b89&lpid=ee970f3e-872e-4522-bf47-5c09157aa3b2&utm_medium=paid&utm_source=fb&utm_id=120220481169480751&utm_content=120220481660880751&utm_term=120220481169490751&utm_campaign=120220481169480751&fbclid=IwY2xjawJbKKFleHRuA2FlbQEwAGFkaWQBqxvkMUvkLwEdakqJMmVns9zRp-rjEnQK99fJs3Y2UfcYEjMsPrC1CFCE0iU9ANxXUuuD_aem_rbCD5b0kE-mgY8vu5akOtw)
21:06:32	13306/13306	---M--	200	added ('OK')	image/png	etag:%22230a0b676aefa8c29f4e417466fb6421%22	https://remotecheese.com/09225-best-browniesWYNMYCGA699/images/jackpot.png	C:/Users/user/Desktop/KELVIN/Sonicau78/Spin-1/Sonicau78-1/remotecheese.com/09225-best-browniesWYNMYCGA699/images/jackpot.png	(from https://remotecheese.com/09225-best-browniesWYNMYCGA699/?ad_id=120220481660880751&adset_id=120220481169490751&campaign_id=120220481169480751&ad_name=2&adset_name=WYNMYCGA699_WYN8_MY_ABO_GARFREY_8017ae88-c56a-4a63-a2d8-7a123f089b89&campaign_name=WYNMYCGA699_WYN8_MY_ABO_GARFREY_8017ae88-c56a-4a63-a2d8-7a123f089b89&source=fb&placement=Facebook_Mobile_Reels&pid=1994288187669915&cpid=8017ae88-c56a-4a63-a2d8-7a123f089b89&lpid=ee970f3e-872e-4522-bf47-5c09157aa3b2&utm_medium=paid&utm_source=fb&utm_id=120220481169480751&utm_content=120220481660880751&utm_term=120220481169490751&utm_campaign=120220481169480751&fbclid=IwY2xjawJbKKFleHRuA2FlbQEwAGFkaWQBqxvkMUvkLwEdakqJMmVns9zRp-rjEnQK99fJs3Y2UfcYEjMsPrC1CFCE0iU9ANxXUuuD_aem_rbCD5b0kE-mgY8vu5akOtw)
21:06:32	180984/180984	---M--	200	added ('OK')	image/png	etag:%227a6307737086ea911d1b86c97483378d%22	https://remotecheese.com/09225-best-browniesWYNMYCGA699/images/slot.png	C:/Users/user/Desktop/KELVIN/Sonicau78/Spin-1/Sonicau78-1/remotecheese.com/09225-best-browniesWYNMYCGA699/images/slot.png	(from https://remotecheese.com/09225-best-browniesWYNMYCGA699/?ad_id=120220481660880751&adset_id=120220481169490751&campaign_id=120220481169480751&ad_name=2&adset_name=WYNMYCGA699_WYN8_MY_ABO_GARFREY_8017ae88-c56a-4a63-a2d8-7a123f089b89&campaign_name=WYNMYCGA699_WYN8_MY_ABO_GARFREY_8017ae88-c56a-4a63-a2d8-7a123f089b89&source=fb&placement=Facebook_Mobile_Reels&pid=1994288187669915&cpid=8017ae88-c56a-4a63-a2d8-7a123f089b89&lpid=ee970f3e-872e-4522-bf47-5c09157aa3b2&utm_medium=paid&utm_source=fb&utm_id=120220481169480751&utm_content=120220481660880751&utm_term=120220481169490751&utm_campaign=120220481169480751&fbclid=IwY2xjawJbKKFleHRuA2FlbQEwAGFkaWQBqxvkMUvkLwEdakqJMmVns9zRp-rjEnQK99fJs3Y2UfcYEjMsPrC1CFCE0iU9ANxXUuuD_aem_rbCD5b0kE-mgY8vu5akOtw)
